TIMESTAMP,NDVI,EVI,IRECI,P_ID
2018-01-03,0.6827307,0.14395423,0.08494168,40257804
2018-01-04,0.6844652,0.14339326,0.08475816,40257804
2018-01-05,0.68619984,0.14283228,0.084574655,40257804
2018-01-06,0.68793446,0.1422713,0.08439115,40257804
2018-01-07,0.6896691,0.14171031,0.08420764,40257804
2018-01-08,0.6919226,0.14099008,0.08398469,40257804
2018-01-09,0.69417614,0.14026983,0.08376173,40257804
2018-01-10,0.69642967,0.1395496,0.08353878,40257804
2018-01-11,0.6986832,0.13882937,0.08331583,40257804
2018-01-12,0.70093673,0.13810913,0.083092876,40257804
2018-01-13,0.70319027,0.13738889,0.08286992,40257804
2018-01-14,0.7054438,0.13666865,0.082646966,40257804
2018-01-15,0.7056216,0.13658543,0.082581796,40257804
2018-01-16,0.7057994,0.13650222,0.08251662,40257804
2018-01-17,0.7059772,0.136419,0.08245145,40257804
2018-01-18,0.70615506,0.13633579,0.08238628,40257804
2018-01-19,0.70633286,0.13625257,0.08232111,40257804
2018-01-20,0.70651066,0.13616936,0.08225593,40257804
2018-01-21,0.70668846,0.13608614,0.08219076,40257804
2018-01-22,0.70392567,0.13690537,0.082349114,40257804
2018-01-23,0.7011629,0.13772461,0.08250746,40257804
2018-01-24,0.6984001,0.13854384,0.082665816,40257804
2018-01-25,0.6956372,0.13936307,0.08282417,40257804
2018-01-26,0.69287443,0.1401823,0.082982525,40257804
2018-01-27,0.69011164,0.14100154,0.08314087,40257804
2018-01-28,0.68734884,0.14182077,0.08329923,40257804
2018-01-29,0.6825103,0.14327703,0.08361536,40257804
2018-01-30,0.6776718,0.14473328,0.0839315,40257804
2018-01-31,0.67283326,0.14618954,0.084247634,40257804
2018-02-01,0.6679947,0.1476458,0.08456376,40257804
2018-02-02,0.66315615,0.14910206,0.0848799,40257804
2018-02-03,0.6583176,0.15055831,0.08519603,40257804
2018-02-04,0.6534791,0.15201457,0.08551217,40257804
2018-02-05,0.6491595,0.15331157,0.08578886,40257804
2018-02-06,0.6448399,0.15460856,0.086065546,40257804
2018-02-07,0.6405203,0.15590556,0.08634224,40257804
2018-02-08,0.6362007,0.15720257,0.08661892,40257804
2018-02-09,0.6318811,0.15849957,0.086895615,40257804
2018-02-10,0.6275615,0.15979657,0.0871723,40257804
2018-02-11,0.6232419,0.16109356,0.08744899,40257804
2018-02-12,0.6189223,0.16239056,0.087725684,40257804
2018-02-13,0.61460274,0.16368756,0.08800237,40257804
2018-02-14,0.61028314,0.16498455,0.08827906,40257804
2018-02-15,0.6059635,0.16628157,0.088555746,40257804
2018-02-16,0.6016439,0.16757856,0.08883244,40257804
2018-02-17,0.5973244,0.16887556,0.08910912,40257804
2018-02-18,0.59300476,0.17017256,0.089385815,40257804
2018-02-19,0.58868515,0.17146955,0.0896625,40257804
2018-02-20,0.58436555,0.17276655,0.08993919,40257804
2018-02-21,0.58004594,0.17406355,0.09021588,40257804
2018-02-22,0.5757264,0.17536056,0.09049257,40257804
2018-02-23,0.5714068,0.17665756,0.09076925,40257804
2018-02-24,0.5670872,0.17795455,0.091045946,40257804
2018-02-25,0.56276757,0.17925155,0.09132263,40257804
2018-02-26,0.55844796,0.18054855,0.09159932,40257804
2018-02-27,0.55412835,0.18184556,0.09187601,40257804
2018-02-28,0.54980874,0.18314256,0.0921527,40257804
2018-03-01,0.5454892,0.18443955,0.092429385,40257804
2018-03-02,0.5411696,0.18573655,0.09270608,40257804
2018-03-03,0.53685,0.18703356,0.09298276,40257804
2018-03-04,0.53253037,0.18833056,0.093259454,40257804
2018-03-05,0.52821076,0.18962756,0.093536146,40257804
2018-03-06,0.52389115,0.19092456,0.09381283,40257804
2018-03-07,0.51957154,0.19222155,0.09408952,40257804
2018-03-08,0.515252,0.19351856,0.09436621,40257804
2018-03-09,0.5109324,0.19481556,0.0946429,40257804
2018-03-10,0.5066128,0.19611256,0.094919585,40257804
2018-03-11,0.50229317,0.19740956,0.09519628,40257804
2018-03-12,0.49797356,0.19870655,0.09547297,40257804
2018-03-13,0.49365398,0.20000355,0.095749654,40257804
2018-03-14,0.48933437,0.20130055,0.096026346,40257804
2018-03-15,0.48501477,0.20259756,0.09630303,40257804
2018-03-16,0.48069516,0.20389456,0.09657972,40257804
2018-03-17,0.47637558,0.20519155,0.09685641,40257804
2018-03-18,0.47205597,0.20648855,0.0971331,40257804
2018-03-19,0.46584636,0.20711723,0.09618911,40257804
2018-03-20,0.45963675,0.20774591,0.095245115,40257804
2018-03-21,0.45342714,0.20837459,0.09430113,40257804
2018-03-22,0.44721755,0.20900327,0.09335713,40257804
2018-03-23,0.44100794,0.20963195,0.09241314,40257804
2018-03-24,0.43479833,0.21026063,0.09146915,40257804
2018-03-25,0.42858872,0.21088931,0.09052516,40257804
2018-03-26,0.42993915,0.21419127,0.09446389,40257804
2018-03-27,0.43128958,0.21749324,0.09840262,40257804
2018-03-28,0.43264002,0.2207952,0.102341354,40257804
2018-03-29,0.43399048,0.22409715,0.10628008,40257804
2018-03-30,0.4353409,0.22739911,0.110218816,40257804
2018-03-31,0.43669134,0.23070107,0.11415754,40257804
2018-04-01,0.43804178,0.23400304,0.11809628,40257804
2018-04-02,0.45105955,0.24083781,0.12746722,40257804
2018-04-03,0.4640773,0.24767257,0.13683815,40257804
2018-04-04,0.47709507,0.25450736,0.14620909,40257804
2018-04-05,0.4901128,0.2613421,0.15558004,40257804
2018-04-06,0.50313056,0.26817688,0.16495098,40257804
2018-04-07,0.5161483,0.27501166,0.17432192,40257804
2018-04-08,0.5291661,0.28184643,0.18369286,40257804
2018-04-09,0.5459148,0.29237187,0.20388645,40257804
2018-04-10,0.56266356,0.30289727,0.22408004,40257804
2018-04-11,0.5794123,0.3134227,0.24427363,40257804
2018-04-12,0.596161,0.32394814,0.26446724,40257804
2018-04-13,0.61290973,0.33447358,0.28466082,40257804
2018-04-14,0.62965846,0.344999,0.3048544,40257804
2018-04-15,0.6464072,0.35552442,0.325048,40257804
2018-04-16,0.65584135,0.3668228,0.35243583,40257804
2018-04-17,0.6652755,0.3781212,0.37982363,40257804
2018-04-18,0.6747097,0.3894196,0.40721145,40257804
2018-04-19,0.6841439,0.400718,0.43459928,40257804
2018-04-20,0.69357806,0.4120164,0.4619871,40257804
2018-04-21,0.7030122,0.42331478,0.4893749,40257804
2018-04-22,0.7124464,0.43461317,0.51676273,40257804
2018-04-23,0.7180515,0.44692895,0.5500905,40257804
2018-04-24,0.7236566,0.4592447,0.58341825,40257804
2018-04-25,0.7292617,0.47156048,0.616746,40257804
2018-04-26,0.73486674,0.48387623,0.6500737,40257804
2018-04-27,0.74047184,0.496192,0.68340147,40257804
2018-04-28,0.74607694,0.5085078,0.7167292,40257804
2018-04-29,0.75168204,0.52082354,0.750057,40257804
2018-04-30,0.7582444,0.53288496,0.78189975,40257804
2018-05-01,0.7648068,0.5449464,0.8137425,40257804
2018-05-02,0.77136916,0.5570078,0.8455853,40257804
2018-05-03,0.7779315,0.56906927,0.87742805,40257804
2018-05-04,0.78449386,0.5811307,0.9092708,40257804
2018-05-05,0.7910563,0.5931921,0.9411136,40257804
2018-05-06,0.7976186,0.6052535,0.97295636,40257804
2018-05-07,0.8052992,0.61961794,1.0113047,40257804
2018-05-08,0.8129799,0.63398236,1.049653,40257804
2018-05-09,0.8206605,0.6483468,1.0880014,40257804
2018-05-10,0.8283411,0.66271126,1.1263497,40257804
2018-05-11,0.8360217,0.6770757,1.164698,40257804
2018-05-12,0.8437024,0.6914401,1.2030463,40257804
2018-05-13,0.851383,0.7058045,1.2413946,40257804
2018-05-14,0.8538121,0.7094651,1.2491552,40257804
2018-05-15,0.8562412,0.71312565,1.2569156,40257804
2018-05-16,0.85867035,0.7167862,1.2646761,40257804
2018-05-17,0.8610995,0.7204467,1.2724366,40257804
2018-05-18,0.8635286,0.72410727,1.2801971,40257804
2018-05-19,0.86595774,0.7277678,1.2879575,40257804
2018-05-20,0.86838686,0.7314284,1.2957181,40257804
2018-05-21,0.86759305,0.72800606,1.2848761,40257804
2018-05-22,0.86679924,0.72458375,1.2740341,40257804
2018-05-23,0.8660054,0.7211614,1.2631922,40257804
2018-05-24,0.86521155,0.71773905,1.2523502,40257804
2018-05-25,0.86441773,0.7143167,1.2415082,40257804
2018-05-26,0.8636239,0.7108944,1.2306663,40257804
2018-05-27,0.8628301,0.7074721,1.2198243,40257804
2018-05-28,0.86280787,0.70453787,1.2127774,40257804
2018-05-29,0.8627857,0.7016037,1.2057304,40257804
2018-05-30,0.86276346,0.6986695,1.1986835,40257804
2018-05-31,0.86274123,0.69573534,1.1916367,40257804
2018-06-01,0.862719,0.6928011,1.1845897,40257804
2018-06-02,0.8626968,0.68986696,1.1775428,40257804
2018-06-03,0.8626746,0.68693274,1.1704959,40257804
2018-06-04,0.8623801,0.6842477,1.1646833,40257804
2018-06-05,0.8620855,0.6815626,1.1588707,40257804
2018-06-06,0.861791,0.67887753,1.1530582,40257804
2018-06-07,0.86149645,0.6761925,1.1472455,40257804
2018-06-08,0.86120194,0.67350745,1.141433,40257804
2018-06-09,0.8609074,0.6708224,1.1356204,40257804
2018-06-10,0.86061287,0.6681373,1.1298078,40257804
2018-06-11,0.8601316,0.6727629,1.1359401,40257804
2018-06-12,0.8596504,0.6773885,1.1420723,40257804
2018-06-13,0.8591691,0.68201405,1.1482046,40257804
2018-06-14,0.8586879,0.6866396,1.1543369,40257804
2018-06-15,0.8582066,0.69126517,1.1604692,40257804
2018-06-16,0.8577254,0.6958908,1.1666014,40257804
2018-06-17,0.85724413,0.70051634,1.1727337,40257804
2018-06-18,0.85775506,0.69944334,1.1708088,40257804
2018-06-19,0.85826606,0.69837034,1.168884,40257804
2018-06-20,0.858777,0.69729733,1.1669592,40257804
2018-06-21,0.8592879,0.6962244,1.1650343,40257804
2018-06-22,0.85979885,0.6951514,1.1631094,40257804
2018-06-23,0.86030984,0.6940784,1.1611847,40257804
2018-06-24,0.8608208,0.6930054,1.1592598,40257804
2018-06-25,0.862663,0.70167476,1.1756096,40257804
2018-06-26,0.86450523,0.7103442,1.1919595,40257804
2018-06-27,0.86634743,0.7190136,1.2083093,40257804
2018-06-28,0.86818963,0.727683,1.2246592,40257804
2018-06-29,0.87003183,0.7363524,1.241009,40257804
2018-06-30,0.8718741,0.7450218,1.2573589,40257804
2018-07-01,0.8737163,0.7536912,1.2737087,40257804
2018-07-02,0.8682989,0.73489755,1.2306318,40257804
2018-07-03,0.8628815,0.7161039,1.187555,40257804
2018-07-04,0.8574641,0.69731027,1.1444781,40257804
